# http://edd.ifa.hawaii.edu/
# http://edd.ifa.hawaii.edu/dfirst.php
"Cosmicflows-2 Distances"|"Cosmicflows-2 Distances"|"Cosmicflows-2 Distances"|"Cosmicflows-2 Distances"|"Cosmicflows-2 Distances"
pgc|Dist|Glon|Glat|Vhel|Name
%7s|%6.2f|%8.4f|%8.4f|%5d|%10s
---|Mpc|deg|deg|km/s|
"The Catalogue of Principal Galaxies (PGC) Number"|"Luminosity distance (weighted average if more than one source)"|"Galactic longitude"|"Galactic latitude"|"Heliocentric velocity"|"Common name"
4440|48.31|262.6355|-82.6091|3577|IC0001657
4443|85.11|135.9412|-64.0409|4902|UGC00784
4456|132.43|130.9274|-46.6194|11309|UGC00785
4473|87.10|127.4396|-20.1140|5909|UGC00783
4477|99.54|253.1485|-83.5389|5554|E412-021
4492|145.88|135.5941|-62.1618|12436|+00-04-056
4496|201.37|135.5042|-61.9943|13291|PGC004496
4500|201.37|135.4808|-61.8666|13454|UGC00797
4509|55.21|133.7729|-56.9976|5318|AGC110163
4511|80.91|133.3246|-55.5367|5530|UGC00799
4516|43.45|128.5571|-28.8217|4438|AGC110158
4523|201.37|135.7294|-62.0646|13542|PGC004523
4524|29.65|136.5596|-63.8655|1927|N0448
4526|201.37|135.7498|-62.0913|13485|PGC004526
4534|188.80|133.3181|-55.0328|12031|UGC00802
4539|83.95|133.5134|-55.4931|5523|UGC00805
4540|16.90|136.3297|-63.1049|1762|UGC00806
4543|33.57|207.0875|-84.5768|3702|ESO475-014
4561|47.21|129.0564|-31.5013|4851|UGC00810
4563|68.23|128.7200|-28.7862|4210|UGC00809
4564|69.82|295.3245|-62.2111|5454|ESO151-037
4585|29.11|133.8081|-55.7148|2420|UGC00819
4596|56.75|129.1676|-31.5373|4964|NGC00452
4601|0.65|128.9169|-29.1590|-194|And2
4613|94.62|294.0301|-64.2540|9045|ESO151-038
4619|88.31|132.5135|-49.3712|6156|UGC00824
4634|75.86|293.0175|-65.6969|4908|ESO196-001
4636|72.44|264.7980|-81.2762|5685|NGC0461
4672|70.15|133.3562|-50.9486|5193|UGC00833
4698|113.76|129.7715|-31.4740|6840|UGC00835
4734|79.80|137.8819|-62.2055|5249|UGC00847
4735|64.27|129.6077|-29.4821|5600|UGC00841
4777|41.30|136.6289|-58.7069|2375|UGC00858
4799|42.07|262.3666|-80.8446|3586|NGC00491A
4801|29.51|136.7976|-58.6823|2325|NGC00474
4805|23.88|138.4574|-62.2097|1739|UGC00866
4855|70.47|129.9882|-29.4245|5090|IC1673
4863|101.86|270.5302|-78.8805|9647|ESO352-048
4867|233.35|151.7701|-75.0306|14807|PGC004867
4873|74.13|137.4277|-59.0761|5351|UGC00885
4881|123.59|269.7491|-79.0257|9556|ESO352-049
4883|55.98|130.0144|-29.0846|5210|PGC004883
4894|101.39|266.6120|-79.7360|5931|AGC021020
4896|52.72|138.1952|-60.6154|4978|UGC00890
4897|65.16|133.3650|-46.5741|5129|AGC110240
4898|125.89|132.8624|-44.4289|8566|UGC00889
4912|73.45|181.9544|-81.9704|5911|ES476-005
4915|86.30|129.0593|-22.0267|5861|UGC00886
4916|44.46|138.9469|-61.8475|3802|UGC00894
4921|31.92|136.0246|-55.0887|2290|UGC00895
4947|121.90|132.9865|-44.0100|8320|UGC00904
4948|48.08|133.1302|-44.6774|2551|UGC00903
4949|116.41|285.0308|-71.9994|7175|ESO244-021
4956|57.81|130.2091|-29.1592|4438|IC1680
4957|41.50|135.4631|-52.9226|2514|NGC00489
4964|178.65|261.7075|-80.3951|10073|ESO352-056
4971|83.18|129.6341|-25.0719|5096|UGC00909
4972|77.27|261.8748|-80.3491|5677|ESO352-057
4979|21.88|138.9106|-60.9701|2342|UGC00914
4988|44.06|131.0476|-33.5871|4203|P0004988
4992|104.23|140.0142|-62.7157|8142|UGC00915
5037|66.37|130.4359|-28.9420|4104|NGC0495
5060|54.45|130.4979|-28.9444|4360|NGC0499
5061|54.45|130.4868|-28.8763|6015|NGC00496
5066|85.51|254.5405|-81.0563|9335|ESO352-063
5067|33.88|140.3577|-62.4920|1995|UGC00931
5070|111.69|140.4985|-62.6864|7767|PGC005070
5072|19.68|136.5272|-54.2328|2696|AGC110288
5079|126.47|139.1646|-60.1534|10263|PGC005079
5082|80.54|130.5452|-28.9662|5010|NGC0501
5084|64.86|130.6039|-29.1902|4240|NGC0504
5087|75.86|294.1506|-59.8908|5381|ESO151-043
5088|118.58|130.4227|-27.8338|6980|UGC00940
5097|54.45|141.2690|-63.5481|5602|PGC005097
5098|64.57|130.6428|-29.1329|4934|NGC0507
5099|82.41|130.6419|-29.1077|5494|NGC0508
5132|88.31|130.6143|-28.4778|4859|UGC00944
5139|25.70|135.1453|-49.1791|2472|UGC00947
5147|37.67|136.1146|-52.1021|2422|UGC00949
5158|153.46|270.8168|-77.6658|10320|ESO296-019
5181|74.82|134.4965|-46.3605|5048|UGC00955
5191|107.65|255.1172|-80.6328|9264|ESO352-071
5192|114.82|139.5580|-59.7525|9552|IC0103
5194|32.81|134.3164|-45.6011|2446|UGC00958
5198|58.08|137.0767|-54.2377|2740|UGC00964
5199|161.44|136.8097|-53.4648|15278|PGC005199
5212|161.44|136.7473|-53.2000|15508|UGC00967
5214|62.52|130.8661|-28.9286|4201|NGC0517
5218|34.67|136.3366|-52.0076|2720|NGC00522
5221|52.48|139.8732|-60.1625|4885|IC1694
5222|23.99|136.5055|-52.4516|2423|N0524
5226|160.69|131.0928|-30.1075|10561|AGC110313
5231|67.30|141.7733|-63.2590|5857|IC1696
5235|127.06|139.9897|-60.1996|9195|PGC005235
5245|160.69|136.9367|-53.2538|14821|IC1695
5254|124.17|265.4131|-78.7259|10565|ESO352-072
5255|81.66|272.1000|-76.9641|6502|NGC0546
5260|55.46|130.8334|-27.9929|4890|UGC00975
5264|31.77|136.7980|-52.6939|2370|NGC00532
5268|59.43|130.9097|-28.3209|4755|NGC0523
5270|147.91|135.1545|-47.5443|11092|UGC00985
5273|40.55|137.5143|-54.3434|2790|UGC00989
5278|82.41|272.4203|-76.7724|6179|ESO296-026
5283|52.72|140.1454|-59.9686|5521|NGC0533
5284|56.23|131.2784|-30.1824|4669|UGC00987
5289|52.48|142.0504|-63.1019|6591|UGC00996
5290|72.44|131.0197|-28.6638|4751|NGC0528
5299|52.48|130.8686|-27.6307|4795|NGC0529
5305|66.37|142.0790|-62.9691|5384|NGC0541
5306|60.26|142.1849|-63.0723|5164|PGC005306
5307|62.52|142.1286|-63.0429|5251|UGC01003
5311|99.54|142.0729|-62.8793|5235|NGC0543
5313|63.97|142.0859|-62.9315|5536|PGC005313
5323|66.99|142.1835|-62.9134|5339|NGC0545
5324|72.44|142.1998|-62.9164|5527|NGC0547
5326|84.72|142.1392|-62.7999|5418|NGC0548
5341|23.23|145.9699|-67.3960|1959|AGC410203
5344|62.52|131.0287|-27.6190|5183|UGC01013
5375|20.89|201.9952|-81.8874|1604|ES476-010
5396|63.10|266.5702|-77.9451|5911|ESO353-001
5401|87.50|131.3150|-28.3361|4140|AGC110334
5404|72.78|264.1354|-78.4386|6029|AGC021112
5411|84.33|135.6966|-47.2081|6445|IC1704
5423|143.22|136.6539|-49.9369|9441|UGC01029
5424|74.47|142.8098|-62.7527|4756|UGC01030
5430|59.70|143.3241|-63.3511|5450|NGC0560
5436|44.06|142.8704|-62.5687|4448|UGC01040
5440|52.48|131.8848|-30.6879|4058|UGC01033
5447|57.54|181.2224|-80.1059|5465|ESO542-016
5450|61.66|130.8970|-25.1277|5188|NGC00551
5455|75.16|143.5017|-63.2896|5832|NGC0564
5473|72.44|131.8999|-30.2008|6407|UGC01045
5474|49.89|142.8546|-62.1861|5700|PGC005474
5527|83.18|136.6106|-48.0808|6344|UGC01057
5534|83.18|144.0514|-63.1433|4771|UGC001060
5544|66.37|261.8321|-78.3408|5720|NGC0574
5552|131.22|131.8773|-28.5463|6606|AGC110363
5555|56.75|137.6299|-50.6508|5797|UGC01065
5563|60.81|132.2154|-30.1234|5073|UGC01066
5577|68.23|144.6250|-63.2283|5897|IC0126
5578|83.56|132.3265|-30.1504|6336|AGC110369
5579|54.95|129.9212|-16.7521|5222|UGC01068
5589|20.99|130.7316|-21.3132|2810|UGC01070
5597|107.15|278.6083|-72.5687|6728|ESO244-031
5611|187.93|136.1000|-44.8533|12921|UGC01076
5619|19.41|188.3085|-80.0921|1628|AGC021148
5631|39.08|288.3395|-64.8586|3640|ESO196-011
5635|89.54|193.3781|-80.4358|5790|ESO476-017
5643|48.31|136.2435|-44.6603|2809|UGC01082
5645|67.92|137.2413|-47.6619|4530|UGC01083
5663|20.04|149.8050|-67.6334|1848|N0584
5673|58.88|137.3499|-47.4712|4485|UGC01087
5677|87.50|275.7448|-73.4111|6335|ESO296-037
5702|61.94|132.5564|-28.6366|4363|UGC001094
5739|52.72|255.8460|-78.4633|5306|ESO353-013
5764|24.55|300.5646|-37.4639|1759|ESO013-016
5766|21.68|150.8859|-67.6266|1903|N0596
5792|35.16|138.3332|-48.2839|2768|UGC01110
5794|24.32|143.0466|-58.1566|1705|UGC01112
5810|38.73|142.9462|-57.6781|3530|UGC01118
5818|0.91|133.6103|-31.3309|-182|NGC0598
5829|53.21|254.0100|-78.3363|3811|ESO353-014
5841|91.62|206.0816|-80.2935|5762|ESO476-025
5866|90.36|165.8818|-74.6528|5453|AGC410269
5879|69.82|129.1193|-6.9466|5751|UGC01124
5896|3.52|273.7051|-73.1274|395|NGC000625
5897|28.18|152.5471|-67.6662|1842|AGC410271
5927|108.64|273.0774|-73.1791|7299|ESO297-010
5945|65.16|139.9707|-49.6996|5841|UGC01144
5964|62.23|259.8073|-76.7094|5398|AGC021237
5986|102.33|134.0582|-29.9015|6636|UGC01152
6004|155.60|156.1915|-69.0562|12384|PGC006004
6007|36.64|143.1891|-55.1804|3165|NGC0632
6013|154.88|156.3706|-69.1037|12242|PGC006013
6045|73.79|134.2060|-29.3551|5469|UGC01160
6056|145.21|132.2370|-20.3701|11109|UGC01162
6061|58.34|142.7444|-53.5234|4303|UGC01167
6071|128.23|248.3781|-77.9751|8946|ESO353-029
6093|67.30|301.3005|-33.6132|4908|ESO003-003
6097|82.41|273.9914|-71.7756|6233|NGC0644
6105|133.66|230.7134|-79.1944|5863|NGC0639
6110|29.38|155.0645|-67.3607|1855|N0636
6130|150.66|157.7616|-68.9631|7502|NGC0640
6137|68.23|134.2310|-27.9902|4841|AGC110463
6161|79.43|224.0710|-79.1727|5923|ES413-016
6172|34.36|144.4500|-55.0971|3311|UGC01177
6180|85.51|225.1662|-79.0617|5686|IC1720
6189|66.99|134.2558|-27.1659|5525|UGC01178
6190|29.51|153.4888|-65.4417|2125|AGC410313
6193|127.64|140.3748|-46.6805|8140|UGC01181
6208|52.24|143.4469|-52.9144|5342|NGC00652
6228|19.23|153.8881|-65.4090|1493|AGC410316
6235|50.58|143.4298|-52.3463|4310|UGC01187
6242|65.16|301.1648|-33.7432|4629|ESO003-004
6257|73.11|221.5739|-78.7955|5805|ES413-023
6263|70.79|144.3779|-53.6354|5494|UGC01189
6265|184.50|137.9084|-38.7086|13304|UGC01188
6275|46.34|141.7591|-48.4069|2992|NGC00658
6294|33.27|139.5914|-42.9066|2795|UGC01197
6301|73.45|178.5934|-75.2158|4918|ESO543-012
6302|193.20|144.1134|-52.5756|9330|UGC01199
6309|13.68|141.7394|-47.8312|824|UGC01200
6316|73.79|146.5469|-56.2912|5571|IC0150
6318|13.55|141.6081|-47.3468|850|NGC0660
6321|150.66|274.9932|-70.0051|6339|ESO245-003
6329|75.16|146.5965|-56.1963|5632|UGC01204
6332|61.09|143.9384|-51.8572|5559|UGC01205
6335|181.13|138.3899|-38.8893|9920|AGC110489
6344|82.04|274.7196|-70.0031|6407|ESO245-004
6359|65.46|146.8692|-56.1977|5432|NGC0664
6368|69.50|142.1975|-47.8208|8017|AGC110499
6377|139.96|142.6643|-48.5816|10238|UGC01218
6380|65.46|140.4668|-43.5855|4602|UGC01219
6387|166.72|267.3611|-72.5965|10036|ESO297-023
6393|75.51|134.4143|-23.9874|5655|UGC01220
6430|4.57|273.0753|-70.2885|394|ESO245-05
6435|104.71|269.6877|-71.6049|6364|ESO297-027
6454|71.45|148.2202|-56.8315|5356|UGC01235
6459|102.80|137.0458|-32.5746|7848|UGC01233
6473|90.78|135.3436|-26.4456|5654|UGC01234
6475|72.78|144.4487|-50.7589|5211|UGC01237
6502|58.88|135.1063|-25.1092|4499|UGC01238
6528|45.29|138.6979|-36.7052|3122|UGC01244
6546|82.41|143.1931|-47.5495|5519|NGC00671
6557|121.34|266.1054|-72.2412|10005|ESO297-029
6574|7.45|137.9542|-33.8982|337|IC1727
6584|116.95|244.4339|-76.2551|8648|IC1728
6587|95.50|177.2410|-73.3166|5173|NGC0690
6595|7.18|138.0269|-33.7791|425|NGC0672
6607|82.04|135.4834|-25.0333|4661|UGC01257
6617|157.04|136.6424|-28.9943|10860|UG0145+321
6624|58.61|144.4573|-48.9559|5181|UGC01259
6627|59.16|143.5838|-47.1377|5016|UGC01261
6628|65.16|143.4612|-46.8803|5095|UGC01262
6636|73.79|143.4491|-46.8118|4789|UGC01264
6638|77.98|279.7090|-65.6483|6305|ESO197-002
6664|76.21|136.0951|-26.4105|3819|UGC01269
6671|49.66|164.8345|-68.4629|1756|AGC410359
6672|135.52|136.6524|-28.2318|11778|PGC006672
6675|25.12|140.7180|-40.1557|2748|UGC01276
6686|76.21|171.9113|-71.2487|5266|PG0006686
6687|71.45|143.9027|-47.1285|4622|UGC01279
6691|103.28|136.0390|-25.9385|4156|UGC01277
6699|5.27|136.8741|-28.7076|156|UGC1281
6711|60.26|136.0131|-25.6010|5049|NGC0679
6720|151.36|194.6125|-75.7514|11844|ESO543-017
6724|72.11|217.7774|-77.0231|4212|NGC0689
6728|60.81|142.7074|-44.1708|4975|UGC01289
6750|25.94|140.0876|-37.7477|2868|UGC01294
6756|33.88|138.6966|-33.8701|3509|UGC01291
6758|106.17|136.0029|-25.1458|5175|PGC006758
6759|43.65|138.5573|-33.4358|3536|UGC01292
6760|134.28|136.7763|-27.7899|10613|UGC01295
6778|19.14|148.3371|-53.7870|1580|UGC01304
6780|69.18|136.3107|-25.9720|5521|UGC01299
6782|56.49|136.0301|-24.9928|5109|NGC0687
6793|36.81|140.7382|-39.0542|2669|UGC01305
6796|134.28|137.0011|-28.1651|10697|IC1733
6798|83.56|168.4708|-69.4785|5506|AGC410367
6799|58.88|136.3730|-26.0347|4148|NGC00688
6802|81.28|137.1738|-28.6786|11319|UGC01306
6803|133.66|137.0316|-28.1473|9982|IC1735
6807|59.43|136.1207|-25.0696|5171|UGC01308
6814|59.16|142.1669|-42.3380|5184|UGC01309
6826|20.80|164.6581|-67.6051|1830|AGC410368
6830|0.42|272.1595|-68.9493|-52|Phoenix
6833|20.51|140.8080|-38.8775|2938|UGC01313
6848|32.66|140.6830|-38.4418|3124|NGC00697
6849|337.29|137.1541|-28.1528|25928|XJ01512108
6850|135.52|137.1169|-28.0295|11762|PGC006850
6851|72.78|136.6195|-26.4271|4688|UGC01316
6856|134.28|137.1718|-28.1774|10411|UGC01318
6864|39.08|160.3258|-64.9339|2130|AGC410377
6865|64.57|136.3159|-25.2403|5312|UGC01319
6887|134.28|137.1051|-27.6687|10616|PGC006887
6888|240.99|153.3013|-59.0014|17754|UGC01333
6889|57.81|142.4908|-42.3807|4945|UGC01329
6901|120.78|204.6345|-76.1006|9109|ESO477-010
6903|45.71|136.5504|-25.6257|4958|AGC111771
6904|56.75|235.8371|-76.0574|4071|ESO414-008
6905|91.20|147.2049|-51.1677|5370|UGC01337
6945|75.16|136.5301|-25.1379|4293|PGC006945
6946|128.23|250.5363|-74.3586|9877|ESO354-006
6953|58.88|136.5451|-25.1222|4729|NGC0704
6957|72.78|136.5395|-25.0775|5580|NGC0703
6962|71.12|136.5696|-25.0901|4841|NGC0708
6966|73.11|157.3560|-62.1440|5008|PGC006966
6982|59.98|145.4422|-47.4549|4570|NGC00716
6983|27.16|173.0194|-70.3571|1717|N0720
6988|66.68|136.4564|-24.4261|5339|NGC0712
7006|68.23|136.4690|-24.2829|5286|UGC01353
7029|62.23|136.7398|-24.8427|4151|PGC007029
7030|63.68|136.6830|-24.6132|5743|UGC01361
7042|65.16|144.6929|-45.2997|5091|UGC01364
7055|54.45|137.0546|-25.6102|5006|AGC111656
7059|47.21|143.2699|-42.2770|4946|UGC01369
7066|69.82|136.7640|-24.5469|5107|UGC01366
7069|85.90|278.4096|-64.7636|5935|ESO197-011
7072|51.76|150.3325|-54.0669|4948|UGC01373
7073|76.91|143.5495|-42.6578|6907|UGC01372
7082|46.34|143.9335|-43.4159|5118|UGC01374
7088|80.54|143.8519|-43.2147|4763|UGC01377
7096|82.04|150.0159|-53.4781|5242|UGC01383
7097|55.98|136.0634|-21.8682|5597|NGC00721
7111|59.70|136.8003|-24.2390|5593|UGC01385
7116|143.88|154.1443|-58.1616|8201|AGC110626
7124|49.43|136.6894|-23.8259|4601|UGC01380
7125|66.07|137.2592|-25.6765|4636|AGC110621
7135|73.45|150.6425|-54.0373|5498|AGC110635
7139|48.75|137.3445|-25.7997|5359|IC0171
7150|90.36|147.7088|-49.7628|5905|UGC01391
7221|109.65|144.0823|-42.6708|8205|AGC110649
7229|106.17|144.0609|-42.5601|11356|UGC01403
7235|70.47|150.1003|-52.6777|5085|UGC01407
7243|98.63|151.6193|-54.5724|4980|UGC01410
7246|126.47|146.2934|-46.7448|7665|UGC01408
7254|77.62|136.9479|-23.6464|4965|UGC01405
7262|21.09|166.3109|-66.3000|1639|AGC410401
7263|58.61|137.0276|-23.8714|4467|UGC01404
7281|160.69|144.2007|-42.4492|11442|UGC01417
7292|71.12|145.4963|-44.9775|4675|UGC01420
7298|88.31|269.2030|-68.6329|5757|ESO245-010
7299|194.09|155.8732|-58.8389|13626|PGC007299
7306|55.46|157.6783|-60.3978|4445|UGC01426
7324|28.31|171.1782|-68.2718|1856|PG0007324
7328|105.68|156.2328|-59.0282|6686|UGC01429
7341|108.64|145.8716|-45.3743|7927|IC1755
7354|68.87|152.2540|-54.7270|4851|AGC110684
7366|89.95|167.4793|-66.4361|5378|AGC410408
7393|75.86|240.0549|-74.4332|5654|AGC021494
7397|65.16|137.5966|-24.6306|4647|NGC0759
7402|134.90|255.0594|-72.2965|11114|ESO297-036
7405|52.72|137.4536|-24.0698|5245|PGC007405
7406|82.04|152.4732|-54.6137|4777|UGC01444
7407|147.91|247.8102|-73.5027|9921|ESO354-019
7420|78.34|154.3988|-56.6760|6287|UGC01448
7427|88.72|258.9880|-71.3849|5534|ESO297-037
7445|47.86|141.5056|-35.0813|4921|UGC01451
7465|79.80|155.9695|-57.9630|7010|NGC0768
7478|70.15|151.9216|-53.4390|5829|UGC01461
7485|37.67|166.1374|-65.2103|4789|PGC007485
7488|59.43|137.7214|-24.2515|4841|IC0178
7504|70.79|137.9544|-24.8267|5466|UGC01459
7506|52.48|141.6678|-35.0101|5070|UGC01462
7533|46.56|146.9456|-45.7298|4609|UGC01468
7537|55.72|139.7619|-29.7242|4427|NGC00769
7544|20.23|163.4914|-63.3248|1393|NGC000779
7562|69.82|142.2915|-35.9717|5089|AGC110720
7578|160.69|246.6412|-73.1756|10454|ESO354-024
7594|83.18|142.3322|-35.7898|4929|UGC01479
7602|56.23|143.7595|-38.9584|4855|UGC01485
7603|58.88|142.3084|-35.6833|5066|IC1764
7645|78.34|234.7006|-74.1663|5485|IC1769
7646|52.48|137.6589|-22.6658|4147|UGC01493
7649|63.10|150.7978|-50.7593|4727|UGC01498
7663|34.20|144.6300|-40.2390|2433|UGC01500
7670|48.53|242.9905|-73.3802|4807|ESO354-030
7671|5.15|140.9043|-31.5853|197|NGC000784
7727|71.12|286.4141|-56.2369|6383|ESO114-021
7742|69.82|222.6380|-74.3044|4994|AGC021561
7775|173.78|143.8187|-37.5875|12526|AGC110754
7800|106.66|152.0215|-51.2656|7593|UGC01536
7812|100.93|155.8815|-55.6056|6405|UGC01542
7819|31.33|143.4316|-36.2319|2835|UGC01538
7833|116.95|135.0872|-12.7058|7418|UGC001537
7839|63.97|154.2925|-53.6346|4754|UGC01553
7842|109.14|147.2802|-43.6867|7975|AGC120006
7843|75.86|142.4858|-33.8367|5015|PGC007843
7847|52.24|138.2190|-22.4566|5772|UGC01550
7849|21.78|147.1702|-43.4117|2099|UGC01554
7854|98.17|279.7180|-61.2951|6312|ESO153-012
7865|69.82|203.8301|-73.1799|4966|NGC0808
7875|60.26|156.1164|-55.3340|6317|IC0197
7889|75.16|169.4638|-64.7980|5370|NGC0809
7933|172.19|136.8995|-17.7147|9015|UGC001567
7951|95.94|151.2092|-48.8525|7788|UGC01580
7953|89.13|138.7307|-22.9628|5181|UGC01574
7957|87.10|139.7027|-25.6666|4416|AGC120016
7960|55.46|141.4229|-30.2028|5235|UGC01576
7963|115.88|152.1834|-50.1006|5751|AGC120020
7966|88.31|149.1902|-45.7374|7528|UGC01584
7972|68.23|139.7304|-25.5612|4421|UGC01581
7986|94.62|294.5801|-44.7895|8146|ESO052-020
8011|111.17|151.9031|-49.3330|9247|UGC01592
8014|107.15|149.4233|-45.7110|7455|UGC01593
8026|127.06|152.0413|-49.3650|9226|UGC01594
8028|58.61|260.9246|-68.9708|5385|ESO298-008
8031|77.27|278.5523|-61.4086|5884|ESO197-024
8035|74.47|142.8780|-32.9163|4966|UGC01595
8049|149.28|233.3095|-73.0136|10655|ESO414-031
8056|117.49|158.2193|-56.1174|6814|UGC01600
8066|52.72|136.8076|-16.2580|5161|UGC01598
8078|69.18|137.3640|-17.7745|5588|UGC01601
8079|125.31|152.5110|-49.4925|8025|UGC01606
8101|118.58|152.4734|-49.2922|9122|UGC01610
8119|132.43|291.1132|-49.4133|8078|ESO081-003
8132|95.50|137.3096|-17.1371|8473|UGC01612
8146|62.81|142.7502|-31.5736|4945|UGC01625
8159|140.60|208.7519|-72.5217|9636|ESO478-005
8160|23.23|151.5553|-47.5567|1753|N0821
8165|65.46|149.5327|-44.5098|4418|UGC01629
8167|38.02|154.8131|-51.6452|3518|IC0208
8171|77.98|147.0591|-40.2378|5206|AGC120052
8173|80.17|154.8946|-51.6986|3415|UGC01636
8185|58.08|139.0493|-21.6629|4265|UGC01633
8196|51.29|153.8103|-50.1960|3463|UGC01640
8205|60.81|155.1975|-51.7851|3320|UGC01647
8223|73.45|205.3261|-72.0296|5326|AGC021656
8232|24.21|173.1558|-64.6386|1938|AGC420030
8235|115.35|146.0585|-37.7405|8315|AGC120061
8245|64.57|146.2397|-38.0641|5153|UGC01652
8260|65.16|152.0826|-47.4209|4582|UGC01658
8266|105.68|149.0459|-42.8229|8252|UGC01659
8268|76.21|139.4955|-22.1553|5550|AGC120062
8279|54.45|236.5649|-72.0437|3352|IC1783
8281|54.95|154.4626|-50.3445|3452|UGC01663
8293|92.90|154.3581|-50.1541|7289|UGC01664
8295|19.59|173.5209|-64.5206|2017|AGC420037
8297|84.72|202.5339|-71.5233|5582|NGC0837
8301|79.43|139.4241|-21.7393|7243|UGC01660
8302|64.27|159.9459|-55.8912|3559|UGC01665
8318|90.36|155.9832|-51.8466|4572|UGC01669
8325|88.31|203.2857|-71.5076|5226|AGC021671
8326|126.47|296.2697|-41.0498|8135|ESO030-009
8334|177.01|140.8194|-25.1151|13293|UGC01666
8341|83.18|254.4918|-69.4426|5228|ESO298-016
8351|49.43|139.8323|-22.4230|4361|UGC01673
8352|48.98|139.8933|-22.5701|4600|NGC00834
8355|46.13|148.7298|-41.6494|4310|AGC120082
8365|98.63|139.5408|-21.5286|7210|UGC01674
8372|54.70|140.0078|-22.7125|4545|NGC00841
8379|121.90|149.5615|-42.7994|7811|UGC01683
8388|75.51|244.9761|-70.8883|6221|NGC000854
8393|48.08|142.3113|-28.3283|5000|UGC01682
8396|93.76|141.3489|-25.9429|6181|UGC01685
8400|77.98|169.3151|-61.8975|5039|AGC420042
8402|81.66|195.8257|-70.2577|4339|ESO544-021
8404|66.07|191.5414|-69.4999|5026|AGC021687
8406|77.98|150.8343|-44.4467|4413|UGC01689
8415|119.12|197.0983|-70.4114|9301|ESO544-023
8417|87.10|143.2821|-30.3564|4919|UGC01690
8452|77.98|149.3488|-41.8198|4245|UGC01700
8480|47.42|194.5723|-69.7526|2463|E544-027
8484|4.31|142.1005|-27.0071|0|UGC1703
8489|124.17|154.1405|-48.3448|8213|UGC01705
8499|107.65|293.6838|-44.7182|8002|ESO053-002
8513|141.91|193.4979|-69.4229|10431|ESO544-028
8520|51.76|145.1579|-33.4471|4788|UGC01706
8527|143.22|149.8223|-41.9454|11091|AGC120106
8543|113.24|149.7595|-41.7434|10804|UGC01717
8556|140.60|150.0277|-42.0270|8237|UGC01719
8557|8.83|144.3898|-31.5291|592|N0855
8568|55.21|230.4229|-71.5127|3709|ESO415-010
8571|281.84|155.9097|-49.9034|17131|UGC01723
8581|51.05|171.6242|-62.1126|4977|PG0008581
8593|151.36|171.6050|-62.0422|12687|PGC008593
8599|70.47|143.0663|-28.1192|5295|UGC01726
8609|66.37|142.6106|-26.9310|4453|UGC01729
8610|201.37|199.0124|-69.8912|15891|ESO544-031
8624|59.70|147.4339|-36.8418|4419|UGC01733
8629|56.75|191.5492|-68.5061|4308|AGC021739
8632|127.06|151.9968|-44.2172|6582|AGC120128
8642|59.70|145.9978|-33.8615|5104|UGC01739
8649|66.99|230.4468|-71.1625|3528|IC1788
8654|77.98|139.0069|-17.3960|5700|UGC001738
8673|21.38|179.6524|-64.9809|1890|IC000217
8676|97.72|142.8927|-26.9151|4827|UGC01744
8678|32.96|144.6001|-30.6782|3002|UGC01747
8713|123.59|143.7798|-28.4396|10163|UGC01754
8722|34.36|152.0756|-43.4192|3761|UGC01759
8775|54.20|152.3203|-43.3337|3911|NGC00877
8778|103.28|143.6047|-27.4914|6063|AGC120150
8781|67.30|220.0054|-70.8033|4912|ESO415-017
8788|26.06|153.2467|-44.4973|3628|UGC01773
8796|147.91|141.4355|-22.2664|8994|PGC008796
8808|145.21|213.8568|-70.4693|10724|ESO478-023
8821|69.82|144.3528|-28.7124|4734|UGC01777
8822|61.94|172.2442|-60.8504|5251|AGC420064
8826|59.16|152.2182|-42.6836|3792|AGC120156
8838|119.12|159.7324|-51.6928|5801|UGC01785
8851|19.86|195.4616|-68.2406|1607|ES545-002
8862|23.23|201.8627|-69.1763|1597|ES545-003
8868|71.45|189.0145|-66.7818|4313|NGC0887
8882|77.27|145.2586|-29.9727|5002|UGC01792
8888|71.45|256.8123|-66.9152|6072|NGC0893
8896|30.76|197.6994|-68.4065|2337|AGC021790
8901|117.49|282.9979|-54.8479|8984|ESO115-005
8904|106.17|157.5549|-48.7655|7210|UGC01801
8950|121.90|153.8286|-43.6968|7832|UGC01811
8954|46.56|147.3102|-33.1540|4529|UGC01812
8956|33.27|152.0736|-41.1594|4104|UGC01814
8964|57.28|153.5805|-43.2488|3764|UGC01817
8974|29.11|171.7718|-59.5474|2290|NGC00895
8982|59.98|152.0061|-40.8398|3990|UGC01822
8984|41.50|143.9501|-26.1374|3980|UGC01820
8995|66.99|247.0692|-68.3384|4898|ESO298-036
9011|57.54|145.9370|-30.0504|4791|UGC01828
9016|53.95|155.2318|-45.0728|3806|UGC01834
9031|9.12|140.3846|-17.4156|528|NGC891
9035|82.41|146.2676|-30.4471|5089|UGC01835
9051|75.51|140.2080|-16.7682|6584|UGC01837
9054|26.79|200.8182|-68.1420|1655|AGC021830
9057|17.95|202.1393|-68.3224|1508|AGC021831
9067|73.79|140.2549|-16.7726|6373|UGC01841
9078|152.76|147.8076|-32.9198|11287|AGC120202
9102|164.44|146.9197|-31.0350|10722|UGC01848
9104|139.32|142.7198|-22.2294|10685|PGC009104
